"date","Ts","Tb","H_ice"
2003-07-24,17.1765,4.04579,0
2003-07-25,17.1102,4.05459,0
2003-07-26,17.2964,4.06107,0
2003-07-27,17.367,4.06817,0
2003-07-28,17.6161,4.07413,0
2003-07-29,17.606,4.08237,0
2003-07-30,17.8215,4.08801,0
2003-07-31,17.9125,4.0951,0
2003-08-01,18.197,4.10593,0
2003-08-02,18.0618,4.11748,0
2003-08-03,17.9297,4.13034,0
2003-08-04,17.9775,4.14104,0
2003-08-05,17.7374,4.16113,0
2003-08-06,17.7704,4.1745,0
2003-08-07,17.6709,4.19085,0
2003-08-08,17.5424,4.20665,0
2003-08-09,17.456,4.22133,0
2003-08-10,17.4401,4.23513,0
2003-08-11,17.5916,4.24631,0
2003-08-12,17.6029,4.26115,0
2003-08-13,17.9444,4.27749,0
2003-08-14,18.1099,4.28783,0
2003-08-15,18.3268,4.29371,0
2003-08-16,18.5758,4.29827,0
2003-08-17,18.8282,4.30385,0
2003-08-18,18.9372,4.3122,0
2003-08-19,18.9368,4.32824,0
2003-08-20,18.9116,4.34517,0
2003-08-21,19.0312,4.36131,0
2003-08-22,18.8798,4.38385,0
2003-08-23,18.7452,4.40654,0
2003-08-24,18.7709,4.42392,0
2003-08-25,18.7116,4.4435,0
2003-08-26,18.775,4.45898,0
2003-08-27,18.6773,4.47996,0
2003-08-28,18.5659,4.50284,0
2003-08-29,18.3599,4.53374,0
2003-08-30,18.5247,4.55418,0
2003-08-31,18.6155,4.57175,0
2003-09-01,18.6993,4.58755,0
2003-09-02,18.79,4.60501,0
2003-09-03,18.7309,4.63033,0
2003-09-04,18.499,4.66576,0
2003-09-05,18.1747,4.70664,0
2003-09-06,17.9361,4.74344,0
2003-09-07,17.6079,4.78605,0
2003-09-08,17.1328,4.83873,0
2003-09-09,16.6808,4.89013,0
2003-09-10,16.353,4.93362,0
2003-09-11,16.1596,4.96734,0
2003-09-12,16.49,4.99064,0
2003-09-13,16.3027,5.02177,0
2003-09-14,16.5435,5.04192,0
2003-09-15,16.6791,5.06121,0
2003-09-16,16.6957,5.08139,0
2003-09-17,16.3901,5.11849,0
2003-09-18,16.2868,5.14598,0
2003-09-19,16.0506,5.17831,0
2003-09-20,16.0895,5.1993,0
2003-09-21,16.2154,5.21241,0
2003-09-22,16.2744,5.22715,0
2003-09-23,16.4078,5.2414,0
2003-09-24,16.1954,5.27038,0
2003-09-25,16.3582,5.28902,0
2003-09-26,16.2454,5.3123,0
2003-09-27,16.0538,5.34007,0
2003-09-28,16.0621,5.35851,0
2003-09-29,16.0589,5.37797,0
2003-09-30,15.856,5.4059,0
2003-10-01,15.8648,5.42741,0
2003-10-02,15.8659,5.44442,0
2003-10-03,15.834,5.46122,0
2003-10-04,15.8532,5.47443,0
2003-10-05,15.8827,5.48598,0
2003-10-06,15.9269,5.49702,0
2003-10-07,15.9631,5.50806,0
2003-10-08,15.8845,5.52532,0
2003-10-09,15.8469,5.54209,0
2003-10-10,15.6099,5.56925,0
2003-10-11,15.3675,5.5971,0
2003-10-12,15.1418,5.62353,0
2003-10-13,14.8531,5.65155,0
2003-10-14,14.4494,5.68409,0
2003-10-15,14.2538,5.70819,0
2003-10-16,14.0283,5.7325,0
2003-10-17,13.9381,5.75138,0
2003-10-18,13.9745,5.76584,0
2003-10-19,13.8869,5.78228,0
2003-10-20,13.6923,5.80411,0
2003-10-21,13.4998,5.82617,0
2003-10-22,13.335,5.84671,0
2003-10-23,13.1823,5.86561,0
2003-10-24,12.9839,5.88748,0
2003-10-25,12.8286,5.90611,0
2003-10-26,12.6565,5.9261,0
2003-10-27,12.4445,5.94786,0
2003-10-28,12.2554,5.96844,0
2003-10-29,12.0879,5.98759,0
2003-10-30,11.9039,6.00732,0
2003-10-31,11.7846,6.02387,0
2003-11-01,11.6459,6.04146,0
2003-11-02,11.4715,6.06065,0
2003-11-03,11.2863,6.08036,0
2003-11-04,10.9744,6.10391,0
2003-11-05,10.668,6.12747,0
2003-11-06,10.5229,6.14484,0
2003-11-07,10.3271,6.16393,0
2003-11-08,10.1049,6.1848,0
2003-11-09,9.86854,6.20599,0
2003-11-10,9.81205,6.21979,0
2003-11-11,9.81239,6.23113,0
2003-11-12,9.62697,6.24787,0
2003-11-13,9.3401,6.26819,0
2003-11-14,9.1148,6.28693,0
2003-11-15,9.00876,6.30127,0
2003-11-16,8.87367,6.31763,0
2003-11-17,8.72859,6.33539,0
2003-11-18,8.57835,6.35504,0
2003-11-19,8.4052,6.37888,0
2003-11-20,8.14259,6.41838,0
2003-11-21,7.84075,7.84075,0
2003-11-22,7.64415,7.64415,0
2003-11-23,7.49268,7.49268,0
2003-11-24,7.3756,7.3756,0
2003-11-25,7.29755,7.29755,0
2003-11-26,7.20652,7.20652,0
2003-11-27,7.09146,7.09146,0
2003-11-28,6.93939,6.93939,0
2003-11-29,6.79881,6.79881,0
2003-11-30,6.63923,6.63923,0
2003-12-01,6.448,6.448,0
2003-12-02,6.32799,6.32799,0
2003-12-03,6.23378,6.23378,0
2003-12-04,6.21125,6.21125,0
2003-12-05,6.20518,6.20518,0
2003-12-06,6.18597,6.18597,0
2003-12-07,6.15392,6.15392,0
2003-12-08,6.1343,6.1343,0
2003-12-09,6.09832,6.09832,0
2003-12-10,6.07384,6.07384,0
2003-12-11,6.03595,6.03595,0
2003-12-12,5.98811,5.98811,0
2003-12-13,5.91045,5.91045,0
2003-12-14,5.83975,5.83975,0
2003-12-15,5.74453,5.74453,0
2003-12-16,5.72621,5.72621,0
2003-12-17,5.74193,5.74193,0
2003-12-18,5.70809,5.70809,0
2003-12-19,5.62692,5.62692,0
2003-12-20,5.56487,5.56487,0
2003-12-21,5.50814,5.50814,0
2003-12-22,5.43901,5.43901,0
2003-12-23,5.35851,5.35851,0
2003-12-24,5.26455,5.26455,0
2003-12-25,5.18784,5.18784,0
2003-12-26,5.13748,5.13748,0
2003-12-27,5.10596,5.10596,0
2003-12-28,5.03678,5.03678,0
2003-12-29,4.91538,4.91538,0
2003-12-30,4.81512,4.81512,0
2003-12-31,4.6867,4.6867,0
2004-01-01,4.53638,4.53638,0
2004-01-02,4.37402,4.37402,0
2004-01-03,4.21305,4.21305,0
2004-01-04,4.12595,4.12595,0
2004-01-05,4.04493,4.04493,0
2004-01-06,3.94174,3.94174,0
2004-01-07,3.86102,3.86102,0
2004-01-08,3.79428,3.79428,0
2004-01-09,3.70197,3.70197,0
2004-01-10,3.60563,3.60563,0
2004-01-11,3.48263,3.48263,0
2004-01-12,3.37965,3.37965,0
2004-01-13,3.33852,3.33852,0
2004-01-14,3.29872,3.29872,0
2004-01-15,3.26704,3.26704,0
2004-01-16,3.24312,3.24312,0
2004-01-17,3.16324,3.16324,0
2004-01-18,3.07589,3.07589,0
2004-01-19,2.97483,2.97483,0
2004-01-20,2.91241,2.91241,0
2004-01-21,2.90288,2.90288,0
2004-01-22,2.88224,2.88224,0
2004-01-23,2.86915,2.86915,0
2004-01-24,2.86875,2.86875,0
2004-01-25,2.84149,2.84149,0
2004-01-26,2.787,2.787,0
2004-01-27,2.7131,2.7131,0
2004-01-28,2.6312,2.6312,0
2004-01-29,2.53418,2.53418,0
2004-01-30,2.44151,2.44151,0
2004-01-31,2.37011,2.37011,0
2004-02-01,2.31238,2.31238,0
2004-02-02,2.25259,2.25259,0
2004-02-03,2.18111,2.18111,0
2004-02-04,2.04505,2.04505,0
2004-02-05,1.87288,1.87288,0
2004-02-06,1.73657,1.73657,0
2004-02-07,1.60419,1.60419,0
2004-02-08,1.52145,1.52145,0
2004-02-09,1.42614,1.42614,0
2004-02-10,1.27105,1.27105,0
2004-02-11,1.19109,1.19109,0
2004-02-12,1.09868,1.09868,0
2004-02-13,1.02466,1.02466,0
2004-02-14,0.963181,0.963181,0
2004-02-15,0.895994,0.895994,0
2004-02-16,0.795941,0.795941,0
2004-02-17,0.713134,0.713134,0
2004-02-18,0.648203,0.648203,0
2004-02-19,0.59556,0.59556,0
2004-02-20,0.55311,0.55311,0
2004-02-21,0.428654,0.428654,0
2004-02-22,0.328328,0.328328,0
2004-02-23,0.23423,0.23423,0
2004-02-24,0.162111,0.162111,0
2004-02-25,0.10582,0.10582,0
2004-02-26,0.0201665,0.0201665,0
2004-02-27,0.0492725,0.0492725,0.0417122
2004-02-28,0.0875555,0.0875555,0.0762922
2004-02-29,0.123916,0.123916,0.100644
2004-03-01,0.153521,0.153521,0.11888
2004-03-02,0.173772,0.173772,0.137787
2004-03-03,0.201943,0.201943,0.151305
2004-03-04,0.229509,0.229509,0.160245
2004-03-05,0.255858,0.255858,0.151681
2004-03-06,0.262232,0.262232,0.144861
2004-03-07,0.26946,0.26946,0.144776
2004-03-08,0.290914,0.290914,0.140308
2004-03-09,0.316915,0.316915,0.131984
2004-03-10,0.328061,0.328061,0.130409
2004-03-11,0.348758,0.348758,0.124693
2004-03-12,0.373749,0.373749,0.11727
2004-03-13,0.393979,0.393979,0.111095
2004-03-14,0.411289,0.411289,0.105861
2004-03-15,0.438971,0.438971,0.0992397
2004-03-16,0.4774,0.4774,0.0902507
2004-03-17,0.515651,0.515651,0.0868474
2004-03-18,0.57677,0.57677,0.0833782
2004-03-19,0.640229,0.640229,0.0812448
2004-03-20,0.706165,0.706165,0.0788403
2004-03-21,0.776169,0.776169,0.0706348
2004-03-22,0.79415,0.79415,0.0745732
2004-03-23,0.847312,0.847312,0.0687853
2004-03-24,0.853367,0.853367,0.0554592
2004-03-25,0.896303,0.896303,0.0542448
2004-03-26,0.951921,0.951921,0.0424751
2004-03-27,1.01948,1.01948,0.0385448
2004-03-28,1.04662,1.04662,0.0343595
2004-03-29,1.07611,1.07611,0.036314
2004-03-30,1.15129,1.15129,0.0348197
2004-03-31,1.20066,1.20066,0.0327252
2004-04-01,1.26133,1.26133,0.0291911
2004-04-02,1.32389,1.32389,0.0238887
2004-04-03,1.41154,1.41154,0.0230157
2004-04-04,1.46245,1.46245,0.0250081
2004-04-05,1.54516,1.54516,0.0238492
2004-04-06,1.60817,1.60817,0.0220152
2004-04-07,1.67876,1.67876,0.0191278
2004-04-08,1.75882,1.75882,0.0142553
2004-04-09,1.86044,1.86044,0.00953306
2004-04-10,1.94255,1.94255,0.0073027
2004-04-11,1.95168,1.95168,0.0265312
2004-04-12,2.03612,2.03612,0.0450936
2004-04-13,2.12077,2.12077,0.0532708
2004-04-14,2.21729,2.21729,0.0518596
2004-04-15,2.29777,2.29777,0.0455743
2004-04-16,2.35549,2.35549,0.0394029
2004-04-17,2.44658,2.44658,0.0307852
2004-04-18,2.52205,2.52205,0.0260671
2004-04-19,2.60271,2.60271,0.0206913
2004-04-20,2.67201,2.67201,0.0149519
2004-04-21,2.748,2.748,0.00891051
2004-04-22,2.84686,2.84686,0.00315005
2004-04-23,2.8912,2.8912,0.00127236
2004-04-24,2.96409,2.96409,0
2004-04-25,3.01828,3.01828,0
2004-04-26,3.09672,3.09672,0
2004-04-27,3.16606,3.16606,0
2004-04-28,3.2893,3.2893,0
2004-04-29,3.46289,3.46289,0
2004-04-30,3.63925,3.63925,0
2004-05-01,3.78112,3.78112,0
2004-05-02,3.95891,3.95891,0
2004-05-03,4.17378,3.98001,0
2004-05-04,4.60173,3.98001,0
2004-05-05,5.0618,3.98001,0
2004-05-06,5.40681,3.98002,0
2004-05-07,5.86771,3.98001,0
2004-05-08,6.138,3.98001,0
2004-05-09,5.93826,3.98003,0
2004-05-10,6.19106,3.98002,0
2004-05-11,6.58539,3.98002,0
2004-05-12,6.61354,3.98004,0
2004-05-13,6.9006,3.98001,0
2004-05-14,7.38889,3.98001,0
2004-05-15,7.44561,3.98002,0
2004-05-16,7.28011,3.98011,0
2004-05-17,7.40367,3.9801,0
2004-05-18,8.19645,3.98001,0
2004-05-19,8.37966,3.98011,0
2004-05-20,8.58924,3.98011,0
2004-05-21,9.2253,3.98001,0
2004-05-22,9.40559,3.98017,0
2004-05-23,9.699,3.98005,0
2004-05-24,10.005,3.98006,0
2004-05-25,10.0024,3.98024,0
2004-05-26,10.1784,3.98015,0
2004-05-27,10.5363,3.98009,0
2004-05-28,10.8837,3.98014,0
2004-05-29,11.1071,3.98021,0
2004-05-30,11.1165,3.98027,0
2004-05-31,10.9609,3.98035,0
2004-06-01,10.924,3.98031,0
2004-06-02,10.928,3.98034,0
2004-06-03,11.0682,3.9802,0
2004-06-04,11.0606,3.98031,0
2004-06-05,10.7956,3.98083,0
2004-06-06,10.9779,3.98031,0
2004-06-07,10.7556,3.98063,0
2004-06-08,10.6994,3.98058,0
2004-06-09,10.7526,3.98067,0
2004-06-10,10.9629,3.98053,0
2004-06-11,11.2935,3.98092,0
2004-06-12,11.4901,3.98145,0
2004-06-13,11.776,3.98081,0
2004-06-14,11.9878,3.9811,0
2004-06-15,12.2726,3.98095,0
2004-06-16,12.6183,3.98097,0
2004-06-17,13.0186,3.98128,0
2004-06-18,13.4706,3.98156,0
2004-06-19,13.702,3.98164,0
2004-06-20,14.0123,3.98122,0
2004-06-21,14.2954,3.9812,0
2004-06-22,14.4703,3.98159,0
2004-06-23,14.6798,3.98185,0
2004-06-24,14.789,3.98164,0
2004-06-25,14.9367,3.98215,0
2004-06-26,15.1754,3.98364,0
2004-06-27,15.4419,3.98514,0
2004-06-28,15.7351,3.98631,0
2004-06-29,15.9951,3.98801,0
2004-06-30,16.133,3.98939,0
2004-07-01,16.4131,3.9917,0
2004-07-02,16.707,3.99325,0
2004-07-03,16.9987,3.99467,0
2004-07-04,17.2559,3.99628,0
2004-07-05,17.5562,3.99825,0
2004-07-06,17.8145,4.00065,0
2004-07-07,17.7325,4.00428,0
2004-07-08,17.6167,4.00315,0
2004-07-09,17.382,4.00768,0
2004-07-10,17.1868,4.01188,0
2004-07-11,16.9959,4.01904,0
2004-07-12,16.7227,4.03058,0
2004-07-13,16.518,4.0412,0
2004-07-14,16.3667,4.05183,0
2004-07-15,16.4389,4.06045,0
2004-07-16,16.6265,4.06545,0
2004-07-17,16.9488,4.06825,0
2004-07-18,17.2135,4.07179,0
2004-07-19,17.3129,4.08217,0
2004-07-20,17.4936,4.09182,0
2004-07-21,17.6549,4.10026,0
2004-07-22,17.7258,4.10803,0
2004-07-23,17.8337,4.11423,0
2004-07-24,17.8419,4.12219,0
2004-07-25,17.6356,4.14066,0
2004-07-26,17.4744,4.15735,0
2004-07-27,17.5051,4.17006,0
2004-07-28,17.6931,4.17507,0
2004-07-29,17.8825,4.17871,0
2004-07-30,18.0576,4.1862,0
2004-07-31,18.21,4.19682,0
2004-08-01,18.4249,4.2056,0
2004-08-02,18.5817,4.21622,0
2004-08-03,18.8109,4.22553,0
2004-08-04,19.1504,4.23034,0
2004-08-05,19.4486,4.23813,0
2004-08-06,19.2282,4.26428,0
2004-08-07,19.4742,4.27886,0
2004-08-08,19.6078,4.29426,0
2004-08-09,19.7618,4.31314,0
2004-08-10,19.8701,4.33201,0
2004-08-11,20.0415,4.34927,0
2004-08-12,20.2424,4.36592,0
2004-08-13,20.0539,4.39409,0
2004-08-14,20.2169,4.41211,0
2004-08-15,20.3852,4.42855,0
2004-08-16,20.3593,4.44867,0
2004-08-17,20.2805,4.47469,0
2004-08-18,20.089,4.50608,0
2004-08-19,20.231,4.5291,0
2004-08-20,20.2045,4.55299,0
2004-08-21,19.7833,4.60135,0
2004-08-22,19.4586,4.64477,0
2004-08-23,19.3061,4.6759,0
2004-08-24,19.0412,4.715,0
2004-08-25,18.8662,4.74956,0
2004-08-26,18.8679,4.7764,0
2004-08-27,18.5478,4.82046,0
2004-08-28,18.2894,4.86229,0
2004-08-29,18.1786,4.89556,0
2004-08-30,18.0622,4.92672,0
2004-08-31,17.6978,4.97517,0
2004-09-01,17.4931,5.01389,0
2004-09-02,17.1586,5.06027,0
2004-09-03,16.9315,5.09993,0
2004-09-04,16.5988,5.14491,0
2004-09-05,16.4546,5.17995,0
2004-09-06,16.2635,5.21637,0
2004-09-07,16.2064,5.24533,0
2004-09-08,15.9969,5.28304,0
2004-09-09,15.7473,5.32326,0
2004-09-10,15.924,5.34807,0
2004-09-11,15.9532,5.37105,0
2004-09-12,16.0578,5.3924,0
2004-09-13,16.014,5.41575,0
2004-09-14,16.2298,5.43435,0
2004-09-15,16.3965,5.45819,0
2004-09-16,16.3134,5.48006,0
2004-09-17,16.1707,5.50653,0
2004-09-18,16.0161,5.53156,0
2004-09-19,15.7846,5.56098,0
2004-09-20,15.6989,5.58421,0
2004-09-21,15.7802,5.60662,0
2004-09-22,16.2834,5.62516,0
2004-09-23,16.0218,5.65022,0
2004-09-24,15.7864,5.6743,0
2004-09-25,15.5529,5.69946,0
2004-09-26,15.5965,5.71684,0
2004-09-27,15.4015,5.73913,0
2004-09-28,15.2139,5.76069,0
2004-09-29,15.3985,5.77516,0
2004-09-30,15.1782,5.79698,0
2004-10-01,15.1839,5.8138,0
2004-10-02,15.219,5.82731,0
2004-10-03,15.1532,5.84488,0
2004-10-04,14.8595,5.86892,0
2004-10-05,14.6055,5.8922,0
2004-10-06,14.6715,5.90638,0
2004-10-07,14.5366,5.92285,0
2004-10-08,14.4217,5.93815,0
2004-10-09,14.2602,5.95575,0
2004-10-10,14.1305,5.97205,0
2004-10-11,14.1083,5.98526,0
2004-10-12,13.9496,6.00255,0
2004-10-13,13.9103,6.01772,0
2004-10-14,13.8437,6.034,0
2004-10-15,13.8236,6.04613,0
2004-10-16,13.7763,6.0582,0
2004-10-17,13.7408,6.0707,0
2004-10-18,13.6601,6.08525,0
2004-10-19,13.4711,6.10296,0
2004-10-20,13.1824,6.12312,0
2004-10-21,12.8913,6.14361,0
2004-10-22,12.6127,6.16348,0
2004-10-23,12.4049,6.18031,0
2004-10-24,12.0864,6.20058,0
2004-10-25,11.7694,6.2206,0
2004-10-26,11.6096,6.23508,0
2004-10-27,11.4586,6.24943,0
2004-10-28,11.3056,6.26364,0
2004-10-29,11.1194,6.27864,0
2004-10-30,10.913,6.29387,0
2004-10-31,10.7675,6.30719,0
2004-11-01,10.5858,6.32176,0
2004-11-02,10.4529,6.33441,0
2004-11-03,10.2378,6.34989,0
2004-11-04,10.1143,6.36245,0
2004-11-05,9.95392,6.37618,0
2004-11-06,9.77592,6.39038,0
2004-11-07,9.57707,6.40562,0
2004-11-08,9.43653,6.419,0
2004-11-09,9.28209,6.43306,0
2004-11-10,9.12275,6.44767,0
2004-11-11,9.06753,6.45866,0
2004-11-12,9.12297,6.46624,0
2004-11-13,9.0454,6.47417,0
2004-11-14,8.93283,6.48321,0
2004-11-15,8.82462,6.49225,0
2004-11-16,8.81179,6.49876,0
2004-11-17,8.78876,6.5034,0
2004-11-18,8.74512,6.50901,0
2004-11-19,8.69422,6.51579,0
2004-11-20,8.63927,6.52266,0
2004-11-21,8.53559,6.5308,0
2004-11-22,8.39483,6.54072,0
2004-11-23,8.29213,6.54976,0
2004-11-24,8.19822,6.55886,0
2004-11-25,8.14602,6.56657,0
2004-11-26,8.49226,6.56926,0
2004-11-27,8.43779,6.57229,0
2004-11-28,8.24452,6.5775,0
2004-11-29,8.05357,6.58279,0
2004-11-30,7.86012,6.58811,0
2004-12-01,7.66337,6.59353,0
2004-12-02,7.473,6.5991,0
2004-12-03,7.36345,6.60391,0
2004-12-04,7.29315,6.6082,0
2004-12-05,7.22192,6.61323,0
2004-12-06,7.17577,6.6172,0
2004-12-07,7.05391,6.62243,0
2004-12-08,6.95393,6.95393,0
2004-12-09,6.85562,6.85562,0
2004-12-10,6.76909,6.76909,0
2004-12-11,6.70731,6.70731,0
2004-12-12,6.64229,6.64229,0
2004-12-13,6.55915,6.55915,0
2004-12-14,6.44552,6.44552,0
2004-12-15,6.33854,6.33854,0
2004-12-16,6.25414,6.25414,0
2004-12-17,6.13526,6.13526,0
2004-12-18,6.03669,6.03669,0
2004-12-19,5.95308,5.95308,0
2004-12-20,5.81931,5.81931,0
2004-12-21,5.67767,5.67767,0
2004-12-22,5.55682,5.55682,0
2004-12-23,5.35745,5.35745,0
2004-12-24,5.18281,5.18281,0
2004-12-25,5.03885,5.03885,0
2004-12-26,4.88819,4.88819,0
2004-12-27,4.78386,4.78386,0
2004-12-28,4.68385,4.68385,0
2004-12-29,4.62523,4.62523,0
2004-12-30,4.57008,4.57008,0
2004-12-31,4.51199,4.51199,0
2005-01-01,4.47839,4.47839,0
2005-01-02,4.38942,4.38942,0
2005-01-03,4.17244,4.17244,0
2005-01-04,4.03559,4.03559,0
2005-01-05,3.9411,3.9411,0
2005-01-06,3.85109,3.85109,0
2005-01-07,3.71515,3.71515,0
2005-01-08,3.58771,3.58771,0
2005-01-09,3.42206,3.42206,0
2005-01-10,3.23871,3.23871,0
2005-01-11,3.062,3.062,0
2005-01-12,2.8502,2.8502,0
2005-01-13,2.57026,2.57026,0
2005-01-14,2.36544,2.36544,0
2005-01-15,2.12709,2.12709,0
2005-01-16,1.83662,1.83662,0
2005-01-17,1.60713,1.60713,0
2005-01-18,1.45742,1.45742,0
2005-01-19,1.31601,1.31601,0
2005-01-20,1.17978,1.17978,0
2005-01-21,1.05625,1.05625,0
2005-01-22,0.990875,0.990875,0
2005-01-23,0.974146,0.974146,0
2005-01-24,0.951936,0.951936,0
2005-01-25,0.936093,0.936093,0
2005-01-26,0.896719,0.896719,0
2005-01-27,0.805439,0.805439,0
2005-01-28,0.723454,0.723454,0
2005-01-29,0.62828,0.62828,0
2005-01-30,0.47313,0.47313,0
2005-01-31,0.327028,0.327028,0
2005-02-01,0.22164,0.22164,0
2005-02-02,0.159412,0.159412,0
2005-02-03,0.0980699,0.0980699,0
2005-02-04,0.0591643,0.0591643,0
2005-02-05,0.0574895,0.0574895,0
2005-02-06,0.071275,0.071275,0
2005-02-07,0.111949,0.111949,0
2005-02-08,0.1148,0.1148,0
2005-02-09,0.123547,0.123547,0
2005-02-10,0.136462,0.136462,0
2005-02-11,0.126909,0.126909,0
2005-02-12,0.137152,0.137152,0
2005-02-13,0.147177,0.147177,0
2005-02-14,0.11932,0.11932,0
2005-02-15,0.137083,0.137083,0
2005-02-16,0.13845,0.13845,0
2005-02-17,0.113056,0.113056,0
2005-02-18,0.103588,0.103588,0
2005-02-19,0.110251,0.110251,0
2005-02-20,0.0644557,0.0644557,0
2005-02-21,0.0353588,0.0353588,0
2005-02-22,0.0280407,0.0280407,0
2005-02-23,0.0268595,0.0268595,0.0240069
2005-02-24,0.0819071,0.0819071,0.0575562
2005-02-25,0.126615,0.126615,0.0811137
2005-02-26,0.169425,0.169425,0.094058
2005-02-27,0.209841,0.209841,0.0995397
2005-02-28,0.225727,0.225727,0.100394
2005-03-01,0.230575,0.230575,0.110509
2005-03-02,0.260369,0.260369,0.128045
2005-03-03,0.272647,0.272647,0.156143
2005-03-04,0.292436,0.292436,0.175855
2005-03-05,0.312662,0.312662,0.183482
2005-03-06,0.326104,0.326104,0.191902
2005-03-07,0.344068,0.344068,0.197757
2005-03-08,0.357396,0.357396,0.205987
2005-03-09,0.371192,0.371192,0.209326
2005-03-10,0.39148,0.39148,0.209311
2005-03-11,0.411901,0.411901,0.20936
2005-03-12,0.43245,0.43245,0.210322
2005-03-13,0.453098,0.453098,0.211418
2005-03-14,0.474074,0.474074,0.211449
2005-03-15,0.496024,0.496024,0.203986
2005-03-16,0.517956,0.517956,0.18975
2005-03-17,0.532962,0.532962,0.184155
2005-03-18,0.554259,0.554259,0.172007
2005-03-19,0.560008,0.560008,0.173176
2005-03-20,0.586226,0.586226,0.162591
2005-03-21,0.613843,0.613843,0.154303
2005-03-22,0.642432,0.642432,0.144389
2005-03-23,0.661852,0.661852,0.139797
2005-03-24,0.695335,0.695335,0.123281
2005-03-25,0.706651,0.706651,0.114094
2005-03-26,0.717308,0.717308,0.109354
2005-03-27,0.745126,0.745126,0.101248
2005-03-28,0.776293,0.776293,0.0937211
2005-03-29,0.832973,0.832973,0.0789752
2005-03-30,0.878848,0.878848,0.0720846
2005-03-31,0.939845,0.939845,0.0686651
2005-04-01,1.01361,1.01361,0.0618615
2005-04-02,1.08334,1.08334,0.0518023
2005-04-03,1.11202,1.11202,0.0511379
2005-04-04,1.20411,1.20411,0.0448405
2005-04-05,1.29507,1.29507,0.0354089
2005-04-06,1.30342,1.30342,0.0347926
2005-04-07,1.36662,1.36662,0.033058
2005-04-08,1.46651,1.46651,0.0252936
2005-04-09,1.54214,1.54214,0.0175257
2005-04-10,1.59746,1.59746,0.0112806
2005-04-11,1.60589,1.60589,0.0102561
2005-04-12,1.73992,1.73992,0.0086756
2005-04-13,1.81485,1.81485,0.00882396
2005-04-14,1.91406,1.91406,0.0109248
2005-04-15,2.02934,2.02934,0.00796835
2005-04-16,2.09375,2.09375,0.00382479
2005-04-17,2.20113,2.20113,0.00593314
2005-04-18,2.34274,2.34274,0.0113336
2005-04-19,2.49272,2.49272,0.0121809
2005-04-20,2.62505,2.62505,0.00581983
2005-04-21,2.6993,2.6993,0
2005-04-22,2.7283,2.7283,0
2005-04-23,2.82536,2.82536,0
2005-04-24,2.93035,2.93035,0
2005-04-25,3.09588,3.09588,0
2005-04-26,3.23449,3.23449,0
2005-04-27,3.36223,3.36223,0
2005-04-28,3.51233,3.51233,0
2005-04-29,3.67634,3.67634,0
2005-04-30,3.86052,3.86052,0
2005-05-01,4.13131,3.98001,0
2005-05-02,4.40041,3.98001,0
2005-05-03,4.55853,3.98001,0
2005-05-04,4.95073,3.98001,0
2005-05-05,5.02229,3.98001,0
2005-05-06,5.1473,3.98003,0
2005-05-07,5.15417,3.98004,0
2005-05-08,5.33349,3.98005,0
2005-05-09,5.57968,3.98004,0
2005-05-10,5.84606,3.98004,0
2005-05-11,5.97904,3.98005,0
2005-05-12,6.23166,3.98001,0
2005-05-13,6.05133,3.98009,0
2005-05-14,6.13877,3.98008,0
2005-05-15,6.30457,3.98006,0
2005-05-16,6.37366,3.98014,0
2005-05-17,6.46834,3.98015,0
2005-05-18,6.60727,3.98021,0
2005-05-19,6.79038,3.98023,0
2005-05-20,6.99573,3.98032,0
2005-05-21,7.19961,3.98044,0
2005-05-22,7.36908,3.98051,0
2005-05-23,7.3565,3.9805,0
2005-05-24,7.58539,3.98062,0
2005-05-25,7.79987,3.98082,0
2005-05-26,8.02028,3.98115,0
2005-05-27,8.29878,3.98141,0
2005-05-28,8.55939,3.98169,0
2005-05-29,8.82931,3.98207,0
2005-05-30,8.93523,3.98252,0
2005-05-31,9.0901,3.98288,0
2005-06-01,9.22343,3.98318,0
2005-06-02,9.32644,3.98352,0
2005-06-03,9.62198,3.98396,0
2005-06-04,9.70653,3.98426,0
2005-06-05,9.77866,3.98457,0
2005-06-06,9.968,3.98496,0
2005-06-07,10.155,3.98535,0
2005-06-08,10.3489,3.98578,0
2005-06-09,10.4744,3.98642,0
2005-06-10,10.6143,3.98723,0
2005-06-11,10.8182,3.98784,0
2005-06-12,11.0274,3.98844,0
2005-06-13,11.2372,3.98904,0
2005-06-14,11.4606,3.98969,0
2005-06-15,11.7203,3.99058,0
2005-06-16,11.592,3.99299,0
2005-06-17,11.5964,3.99391,0
2005-06-18,11.9143,3.99519,0
2005-06-19,11.775,3.99504,0
2005-06-20,11.9827,3.99634,0
2005-06-21,12.1298,3.99721,0
2005-06-22,12.2527,3.99842,0
2005-06-23,12.4972,3.99961,0
2005-06-24,12.5882,4.00084,0
2005-06-25,12.7988,4.00239,0
2005-06-26,12.9834,4.00354,0
2005-06-27,13.1102,4.00507,0
2005-06-28,14.0526,4.0057,0
2005-06-29,17.2306,4.00603,0
2005-06-30,17.8235,4.00635,0
2005-07-01,17.7535,3.98253,0
2005-07-02,17.1011,3.98582,0
2005-07-03,16.9679,3.98262,0
2005-07-04,16.8586,3.98294,0
2005-07-05,16.7017,3.98359,0
2005-07-06,16.7781,3.9824,0
2005-07-07,16.9794,3.98141,0
