Hydrolab MS5 47228
Log File Name : 27h_exper
Setup Date (DD.MM.YYYY) : 23.06.2017
Setup Time (HH:MM:SS) : 10:14:58
Starting Date (DD.MM.YYYY) : 04.07.2017
Starting Time (HH:MM:SS) : 06:00:00
Stopping Date (DD.MM.YYYY) : 13.07.2017
Stopping Time (HH:MM:SS) : 18:00:00
Interval (HH:MM:SS) : 01:00:00
Sensor warmup (HH:MM:SS) : 00:02:00
Circltr warmup (HH:MM:SS) : 00:02:00

  Time    Dep100   Temp SpCond SpCond    LDO   LDO%     pH    TDG    TDG    TDG    Res    Sal    TDS DepthX DepthY     BP    ORP  IBatt  EBatt
HH:MM:SS  meters     ∞C  mS/cm  µS/cm   mg/l    Sat  Units   mmHg   psia     mV  k€-cm    ppt    g/l  volts mvolts   mmHg     mV  Volts  Volts

Date (DD.MM.YYYY) : 04.07.2017
17:00:00     -0.33  21.01    0.2    164   6.28   70.1   8.14    759  14.68  12.54      6   0.08    0.1  0.907   1.11    764      -N  10.2    0.0 
18:00:00     -0.37  21.09    0.2    164   6.34   70.9   8.15    760  14.69  12.54      6   0.08    0.1  0.907   1.10    764      -N  10.2    0.0 
19:00:00     -0.37  21.04    0.2    164   6.31   70.4   8.17    759  14.67  12.53      6   0.08    0.1  0.907   1.10    764      -N  10.2    0.0 
20:00:00     -0.34  21.00    0.2    164   6.28   70.1   8.17    757  14.64  12.50      6   0.08    0.1  0.907   1.11    764      -N  10.2    0.0 
21:00:00     -0.35  20.85    0.2    164   6.15   68.5   8.16    756  14.63  12.49      6   0.08    0.1  0.907   1.11    764      -N  10.2    0.0 
22:00:00     -0.35  20.81    0.2    164   6.12   68.1   8.04    754  14.59  12.45      6   0.08    0.1  0.906   1.11    764      -N  10.1    0.0 
23:00:00     -0.34  20.76    0.2    164   6.08   67.6   7.96    750  14.50  12.38      6   0.08    0.1  0.906   1.11    764      -N  10.1    0.0 
00:00:00     -0.32  20.74    0.2    164   6.07   67.4   8.09    749  14.48  12.36      6   0.08    0.1  0.906   1.11    764      -N  10.1    0.0 
01:00:00     -0.35  20.68    0.2    164   6.02   66.7   8.03    748  14.46  12.35      6   0.08    0.1  0.906   1.11    764      -N  10.1    0.0 
02:00:00     -0.36  20.66    0.2    164   6.01   66.6   8.10    753  14.56  12.43      6   0.08    0.1  0.906   1.10    764      -N  10.1    0.0 
03:00:00     -0.36  20.64    0.2    163   5.99   66.4   8.05    751  14.53  12.41      6   0.08    0.1  0.906   1.10    764      -N  10.1    0.0 
04:00:00     -0.36  20.59    0.2    163   5.94   65.8   8.07    752  14.55  12.43      6   0.08    0.1  0.906   1.10    764      -N  10.1    0.0 
05:00:00     -0.34  20.54    0.2    162   5.91   65.4   8.06    752  14.55  12.42      6   0.08    0.1  0.906   1.11    764      -N  10.1    0.0 
06:00:00     -0.37  20.53    0.2    163   5.90   65.3   8.06    751  14.53  12.40      6   0.08    0.1  0.906   1.10    764      -N  10.1    0.0 
07:00:00     -0.35  20.52    0.2    161   5.89   65.1   8.05    751  14.52  12.40      6   0.08    0.1  0.906   1.10    764      -N  10.1    0.0 
08:00:00     -0.35  20.45    0.2    162   5.84   64.5   8.03    750  14.50  12.38      6   0.08    0.1  0.906   1.10    764      -N  10.1    0.0 
09:00:00     -0.35  20.47    0.2    163   5.85   64.6   8.01    750  14.50  12.38      6   0.08    0.1  0.906   1.10    764      -N  10.1    0.0 
10:00:00     -0.38  20.45    0.2    164   5.84   64.5   8.02    749  14.49  12.37      6   0.08    0.1  0.906   1.10    764      -N  10.1    0.0 
11:00:00     -0.37  20.42    0.2    164   5.81   64.1   8.00    748  14.47  12.35      6   0.08    0.1  0.906   1.10    764      -N  10.1    0.0 
12:00:00     -0.39  20.41    0.2    164   5.81   64.1   7.98    748  14.46  12.35      6   0.08    0.1  0.906   1.10    764      -N  10.1    0.0 
13:00:00     -0.41  20.36    0.2    164   5.77   63.6   7.99    747  14.45  12.34      6   0.08    0.1  0.906   1.10    764      -N  10.1    0.0 
14:00:00     -0.40  20.36    0.2    164   5.77   63.6   7.99    747  14.45  12.34      6   0.08    0.1  0.906   1.10    764      -N  10.1    0.0 
15:00:00     -0.39  20.36    0.2    164   5.77   63.6   8.01    747  14.44  12.34      6   0.08    0.1  0.906   1.10    764      -N  10.1    0.0 
16:00:00     -0.49  16.63    0.0      0   3.05   31.1   6.92    717  13.87  11.85   7503   0.01    0.0  0.902   1.08    764      -N  10.1    0.0 
17:00:00     -0.38  17.23    0.0     16   3.47   35.9   6.72    725  14.01  11.97     62   0.01    0.0  0.902   1.09    764      -N  10.1    0.0 
18:00:00     -0.41  16.80    0.0     23   3.17   32.5   6.71    724  13.99  11.95     43   0.02    0.0  0.902   1.09    764      -N  10.1    0.0 
19:00:00     -0.42  16.87    0.0      0   3.22   33.0   6.84    723  13.98  11.94   7500   0.01    0.0  0.902   1.09    764      -N  10.1    0.0 
20:00:00      0.07  20.62    0.0      0   5.97   66.1   6.96    754  14.59  12.46      0   0.01    0.0  0.905   1.14    764      -N  10.1    0.0 
21:00:00      0.01  20.10    0.0      0   5.57   61.0   6.66    752  14.54  12.42      0   0.01    0.0  0.905   1.14    764      -N  10.1    0.0 
22:00:00     -0.01  19.85    0.0      0   5.38   58.7   6.75    751  14.51  12.39      0   0.01    0.0  0.905   1.13    764      -N  10.1    0.0 
23:00:00     -0.02  19.64    0.0      0   5.22   56.7   6.75    749  14.49  12.37      0   0.01    0.0  0.905   1.13    764      -N  10.1    0.0 
00:00:00     -0.02  19.45    0.0      0   5.08   55.0   6.69    748  14.46  12.35      0   0.01    0.0  0.905   1.13    764      -N  10.1    0.0 
01:00:00     -0.01  19.31    0.0      0   4.97   53.6   6.66    747  14.45  12.34      0   0.01    0.0  0.905   1.13    764      -N  10.1    0.0 
02:00:00     -0.03  19.21    0.0      0   4.90   52.8   6.65    747  14.45  12.34      0   0.01    0.0  0.905   1.13    764      -N  10.1    0.0 
03:00:00     -0.03  19.18    0.0      0   4.87   52.5   6.64    748  14.46  12.34   7456   0.01    0.0  0.905   1.13    764      -N  10.1    0.0 
04:00:00     -0.03  19.16    0.0      0   4.87   52.4   6.63    748  14.46  12.35      0   0.01    0.0  0.905   1.13    764      -N  10.1    0.0 
05:00:00     -0.03  19.18    0.0      0   4.87   52.5   6.60    748  14.47  12.35      0   0.01    0.0  0.905   1.13    764      -N  10.1    0.0 
06:00:00     -0.03  19.25    0.0      0   4.93   53.2   6.55    749  14.47  12.36   7454   0.01    0.0  0.905   1.13    764      -N  10.1    0.0 
07:00:00     -0.03  19.40    0.0      0   5.04   54.5   6.54    749  14.48  12.37   7450   0.01    0.0  0.905   1.13    764      -N  10.1    0.0 
08:00:00     -0.02  19.61    0.0     43   5.20   56.4   6.48    753  14.56  12.43     23   0.03    0.0  0.905   1.13    764      -N  10.1    0.0 
09:00:00     -0.01  20.17    0.0     44   5.62   61.7   6.62    756  14.61  12.48     23   0.03    0.0  0.906   1.14    764      -N  10.1    0.0 
10:00:00      0.02  20.73    0.0     44   6.06   67.3   6.71    758  14.65  12.51     23   0.03    0.0  0.907   1.14    764      -N  10.1    0.0 
11:00:00      0.05  21.17    0.0     45   6.41   71.8   6.77    759  14.68  12.53     22   0.03    0.0  0.907   1.14    764      -N  10.1    0.0 
12:00:00      0.05  21.51    0.0     45   6.69   75.4   6.80    760  14.70  12.55     22   0.03    0.0  0.907   1.14    764      -N  10.1    0.0 
13:00:00      0.06  21.77    0.0     45   6.89   78.1   6.83    761  14.72  12.57     22   0.03    0.0  0.908   1.15    764      -N  10.1    0.0 
14:00:00      0.07  21.95    0.0     45   7.04   80.0   6.85    762  14.73  12.58     22   0.03    0.0  0.908   1.15    764      -N  10.1    0.0 
15:00:00      0.06  22.08    0.0     45   7.15   81.5   6.86    762  14.74  12.58     22   0.03    0.0  0.908   1.15    764      -N  10.1    0.0 
16:00:00      0.07  22.16    0.0     45   7.22   82.4   6.86    762  14.74  12.59     22   0.03    0.0  0.908   1.15    764      -N  10.1    0.0 
17:00:00      0.07  22.21    0.0     46   7.26   83.0   6.86    762  14.74  12.59     22   0.03    0.0  0.908   1.15    764      -N  10.1    0.0 
18:00:00      0.10  22.25    0.0     46   7.29   83.4   6.85    762  14.75  12.59     22   0.03    0.0  0.908   1.15    764      -N  10.1    0.0 
